state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
SD,138,510,350-6473,no,no,0,,,,,,,,,,,,,,,
ND,101,415,379-4583,no,yes,28,,,,,,,,,,,,,,,
VA,136,408,411-5078,no,no,0,,,,,,,,,,,,,,,
UT,111,510,347-4982,no,no,0,,,,,,,,,,,,,,,
MA,132,408,341-9274,no,yes,36,,,,,,,,,,,,,,,
SD,128,415,353-7461,no,no,0,,,,,,,,,,,,,,,
AL,92,408,371-7366,no,yes,38,,,,,,,,,,,,,,,
AL,197,415,395-7923,yes,no,0,,,,,,,,,,,,,,,
WV,191,408,351-8398,no,no,0,,,,,,,,,,,,,,,
SC,99,415,329-2204,no,yes,33,,,,,,,,,,,,,,,
FL,106,415,407-7507,no,yes,31,,,,,,,,,,,,,,,
KY,88,415,405-8075,no,no,0,,,,,,,,,,,,,,,
UT,78,415,390-9698,no,no,0,,,,,,,,,,,,,,,
NY,98,408,403-4917,no,no,0,,,,,,,,,,,,,,,
MS,17,408,391-6709,no,yes,35,,,,,,,,,,,,,,,
NH,56,415,389-5988,no,yes,24,,,,,,,,,,,,,,,
VA,84,415,372-1534,no,no,0,,,,,,,,,,,,,,,
VT,95,510,395-6369,no,no,0,,,,,,,,,,,,,,,
WY,16,415,400-3197,no,no,0,,,,,,,,,,,,,,,
NV,76,510,377-4169,yes,no,0,,,,,,,,,,,,,,,
WV,93,415,384-5343,no,no,0,,,,,,,,,,,,,,,
WA,83,408,338-4472,no,no,0,,,,,,,,,,,,,,,
KS,123,415,332-2126,no,no,0,,,,,,,,,,,,,,,
VT,64,408,349-2157,no,no,0,,,,,,,,,,,,,,,
OK,82,510,393-4823,no,no,0,,,,,,,,,,,,,,,
GA,107,510,385-2683,no,no,0,,,,,,,,,,,,,,,
CO,110,510,345-8350,no,no,0,,,,,,,,,,,,,,,
AK,96,408,334-4506,no,yes,29,,,,,,,,,,,,,,,
TN,47,415,332-3544,no,yes,30,,,,,,,,,,,,,,,
KY,115,510,380-5102,no,no,0,,,,,,,,,,,,,,,
PA,69,415,395-6149,no,no,0,,,,,,,,,,,,,,,
CT,163,408,398-8122,no,yes,40,,,,,,,,,,,,,,,
CT,90,415,334-4438,no,no,0,,,,,,,,,,,,,,,
MN,98,415,384-7459,no,no,0,,,,,,,,,,,,,,,
WY,90,408,368-3931,no,yes,39,,,,,,,,,,,,,,,
PA,174,415,353-1352,no,yes,15,,,,,,,,,,,,,,,
OR,95,415,348-5725,no,no,0,,,,,,,,,,,,,,,
PA,79,415,365-2008,no,no,0,,,,,,,,,,,,,,,
OK,123,415,393-3635,no,yes,27,,,,,,,,,,,,,,,
VT,99,415,380-8727,no,no,0,,,,,,,,,,,,,,,
ID,114,415,381-2376,no,no,0,,,,,,,,,,,,,,,
PA,141,510,365-8114,no,no,0,,,,,,,,,,,,,,,
NM,132,408,415-5008,no,no,0,,,,,,,,,,,,,,,
FL,133,510,392-8318,no,no,0,,,,,,,,,,,,,,,
TX,133,408,401-4007,no,no,0,,,,,,,,,,,,,,,
VT,93,510,338-7709,no,yes,32,,,,,,,,,,,,,,,
MA,34,415,374-1981,no,no,0,,,,,,,,,,,,,,,
OR,140,415,333-5101,no,no,0,,,,,,,,,,,,,,,
DE,96,415,345-3734,no,yes,26,,,,,,,,,,,,,,,
FL,144,510,384-5004,no,no,0,,,,,,,,,,,,,,,
ID,24,408,341-9396,no,yes,29,,,,,,,,,,,,,,,
MD,54,415,408-6302,no,no,0,,,,,,,,,,,,,,,
WV,50,408,348-7193,no,no,0,,,,,,,,,,,,,,,
ID,92,415,417-4063,no,yes,23,,,,,,,,,,,,,,,
NV,96,408,375-6911,no,no,0,,,,,,,,,,,,,,,
OH,146,415,358-3604,no,no,0,,,,,,,,,,,,,,,
ID,138,415,339-7485,yes,yes,17,,,,,,,,,,,,,,,
SC,102,408,368-3078,no,no,0,,,,,,,,,,,,,,,
MO,76,510,418-7055,no,no,0,,,,,,,,,,,,,,,
NE,99,415,386-9981,no,no,0,,,,,,,,,,,,,,,
NC,83,510,366-2541,no,yes,36,,,,,,,,,,,,,,,
ME,36,510,335-3110,no,yes,25,,,,,,,,,,,,,,,
MI,70,510,400-7809,no,no,0,,,,,,,,,,,,,,,
AZ,109,415,404-3106,yes,no,0,,,,,,,,,,,,,,,
AZ,100,415,333-2337,no,no,0,,,,,,,,,,,,,,,
HI,104,408,353-6482,no,no,0,,,,,,,,,,,,,,,
NJ,106,415,397-8162,no,no,0,,,,,,,,,,,,,,,
MS,84,510,380-6722,no,no,0,,,,,,,,,,,,,,,
MA,80,510,329-2918,no,no,0,,,,,,,,,,,,,,,
SC,100,510,348-8022,no,no,0,,,,,,,,,,,,,,,
MN,99,408,388-4459,no,no,0,,,,,,,,,,,,,,,
WV,50,510,358-3114,no,no,0,,,,,,,,,,,,,,,
MS,105,415,343-9654,no,no,0,,,,,,,,,,,,,,,
VA,113,415,401-9909,no,yes,23,,,,,,,,,,,,,,,
MS,111,415,404-9978,no,yes,36,,,,,,,,,,,,,,,
NM,161,408,397-8011,no,no,0,,,,,,,,,,,,,,,
TX,70,415,341-8719,no,no,0,,,,,,,,,,,,,,,
HI,97,415,408-1242,no,yes,43,,,,,,,,,,,,,,,
WA,130,510,406-7726,no,no,0,,,,,,,,,,,,,,,
WI,92,415,351-2773,no,no,0,,,,,,,,,,,,,,,
CO,119,408,368-6174,no,no,0,,,,,,,,,,,,,,,
NV,115,415,334-5029,no,no,0,,,,,,,,,,,,,,,
RI,134,415,413-1789,no,no,0,,,,,,,,,,,,,,,
VA,127,408,414-1246,no,yes,25,,,,,,,,,,,,,,,
NJ,80,415,330-4978,no,no,0,,,,,,,,,,,,,,,
ND,153,415,386-1631,no,yes,31,,,,,,,,,,,,,,,
MN,85,415,363-1208,no,no,0,,,,,,,,,,,,,,,
HI,79,415,334-5263,no,no,0,,,,,,,,,,,,,,,
ND,35,415,361-4137,no,no,0,,,,,,,,,,,,,,,
WI,120,408,374-8187,no,yes,26,,,,,,,,,,,,,,,
MN,68,510,370-1525,no,no,0,,,,,,,,,,,,,,,
DC,60,408,355-3801,no,no,0,,,,,,,,,,,,,,,
KS,120,510,392-5605,no,no,0,,,,,,,,,,,,,,,
MT,71,510,363-1366,no,yes,23,,,,,,,,,,,,,,,
WV,124,415,358-5274,no,no,0,,,,,,,,,,,,,,,
ME,23,510,376-9607,no,no,0,,,,,,,,,,,,,,,
WY,225,415,374-1213,no,no,0,,,,,,,,,,,,,,,
NY,181,415,421-8537,yes,no,0,,,,,,,,,,,,,,,
VT,63,415,351-5576,no,no,0,,,,,,,,,,,,,,,
NC,54,415,407-7258,yes,no,0,,,,,,,,,,,,,,,
MO,80,408,405-4420,yes,yes,15,,,,,,,,,,,,,,,
NC,118,408,340-2855,yes,yes,39,,,,,,,,,,,,,,,
NJ,42,408,342-8002,yes,no,0,,,,,,,,,,,,,,,
OH,134,408,355-6826,no,no,0,,,,,,,,,,,,,,,
TX,66,415,402-3886,no,yes,35,,,,,,,,,,,,,,,
WA,66,415,336-5900,no,no,0,,,,,,,,,,,,,,,
TN,127,415,339-7684,no,yes,28,,,,,,,,,,,,,,,
HI,146,510,390-2433,no,no,0,,,,,,,,,,,,,,,
WY,93,408,360-7246,no,yes,42,,,,,,,,,,,,,,,
CT,77,415,335-6508,no,no,0,,,,,,,,,,,,,,,
NM,111,415,348-6720,no,no,0,,,,,,,,,,,,,,,
NJ,125,415,406-6400,no,no,0,,,,,,,,,,,,,,,
AL,115,510,390-7370,no,yes,14,,,,,,,,,,,,,,,
MN,115,510,390-5055,yes,no,0,,,,,,,,,,,,,,,
NC,114,408,405-7542,no,no,0,,,,,,,,,,,,,,,
OH,106,415,364-4927,no,no,0,,,,,,,,,,,,,,,
ND,118,415,329-3458,no,yes,39,,,,,,,,,,,,,,,
CO,59,510,331-3842,no,no,0,,,,,,,,,,,,,,,
ND,87,415,343-4147,yes,yes,40,,,,,,,,,,,,,,,
NY,21,415,335-2274,no,no,0,,,,,,,,,,,,,,,
WI,142,408,343-3227,no,yes,24,,,,,,,,,,,,,,,
WY,62,415,336-6907,no,no,0,,,,,,,,,,,,,,,
OR,149,415,331-1391,no,no,0,,,,,,,,,,,,,,,
CO,54,510,360-1643,no,yes,39,,,,,,,,,,,,,,,
LA,112,510,410-2518,no,no,0,,,,,,,,,,,,,,,
AL,68,510,344-4970,no,no,0,,,,,,,,,,,,,,,
TX,201,415,408-1486,no,yes,21,,,,,,,,,,,,,,,
PA,88,510,396-1648,no,no,0,,,,,,,,,,,,,,,
IL,85,415,391-2022,no,yes,29,,,,,,,,,,,,,,,
DE,51,415,420-6465,yes,no,0,,,,,,,,,,,,,,,
MO,45,510,398-2628,no,yes,29,,,,,,,,,,,,,,,
AR,116,510,409-5519,no,no,0,,,,,,,,,,,,,,,
OH,146,408,391-8554,no,yes,31,,,,,,,,,,,,,,,
WI,63,510,395-1693,no,yes,34,,,,,,,,,,,,,,,
GA,133,510,393-3194,no,no,0,,,,,,,,,,,,,,,
KY,125,408,328-3402,no,no,0,,,,,,,,,,,,,,,
OH,72,510,411-4781,no,no,0,,,,,,,,,,,,,,,
TN,130,408,401-2581,no,no,0,,,,,,,,,,,,,,,
SD,97,415,385-1214,no,no,0,,,,,,,,,,,,,,,
NY,54,415,348-6853,no,no,0,,,,,,,,,,,,,,,
GA,160,415,341-8412,no,yes,29,,,,,,,,,,,,,,,
TX,79,415,330-8142,no,no,0,,,,,,,,,,,,,,,
WV,92,415,361-1404,no,yes,47,,,,,,,,,,,,,,,
MI,59,415,375-9671,no,no,0,,,,,,,,,,,,,,,
ND,132,510,372-1824,no,no,0,,,,,,,,,,,,,,,
NE,21,510,408-3606,no,no,0,,,,,,,,,,,,,,,
SD,93,415,333-3595,no,no,0,,,,,,,,,,,,,,,
NJ,147,415,379-7009,no,yes,36,,,,,,,,,,,,,,,
AK,101,510,411-4940,no,no,0,,,,,,,,,,,,,,,
CT,125,415,409-7523,yes,no,0,,,,,,,,,,,,,,,
CO,63,415,408-6725,no,no,0,,,,,,,,,,,,,,,
MD,107,415,350-2384,no,no,0,,,,,,,,,,,,,,,
ND,110,408,348-1706,no,no,0,,,,,,,,,,,,,,,
NH,83,415,415-6145,no,no,0,,,,,,,,,,,,,,,
MN,117,408,373-3731,no,no,0,,,,,,,,,,,,,,,
KY,124,415,341-3349,no,no,0,,,,,,,,,,,,,,,
NH,115,510,399-8859,no,no,0,,,,,,,,,,,,,,,
CO,156,408,377-4518,yes,no,0,,,,,,,,,,,,,,,
KY,89,408,341-1594,no,no,0,,,,,,,,,,,,,,,
KY,72,415,418-8770,no,no,0,,,,,,,,,,,,,,,
IN,101,415,332-9118,no,yes,42,,,,,,,,,,,,,,,
OR,53,415,386-1418,no,no,0,,,,,,,,,,,,,,,
SD,116,408,393-3535,no,no,0,,,,,,,,,,,,,,,
DE,78,408,328-9006,no,no,0,,,,,,,,,,,,,,,
OR,117,415,402-2482,no,yes,17,,,,,,,,,,,,,,,
NE,56,510,408-4865,no,no,0,,,,,,,,,,,,,,,
OH,123,408,396-6247,no,yes,39,,,,,,,,,,,,,,,
OH,127,408,396-9462,no,no,0,,,,,,,,,,,,,,,
AR,116,415,396-9279,no,yes,23,,,,,,,,,,,,,,,
KS,138,510,363-8715,no,yes,26,,,,,,,,,,,,,,,
TX,120,415,356-1358,no,no,0,,,,,,,,,,,,,,,
WI,102,408,360-7839,no,no,0,,,,,,,,,,,,,,,
OR,95,415,364-8774,no,no,0,,,,,,,,,,,,,,,
VA,102,408,348-5038,no,no,0,,,,,,,,,,,,,,,
AR,89,415,365-4728,no,yes,25,,,,,,,,,,,,,,,
CT,50,408,351-9037,no,no,0,,,,,,,,,,,,,,,
OH,93,415,397-9184,no,yes,42,,,,,,,,,,,,,,,
WY,68,510,398-4538,no,no,0,,,,,,,,,,,,,,,
IL,70,408,382-6827,no,no,0,,,,,,,,,,,,,,,
MO,138,415,408-1340,no,yes,29,,,,,,,,,,,,,,,
DC,141,415,333-9511,no,yes,37,,,,,,,,,,,,,,,
MA,112,415,358-7379,no,yes,17,,,,,,,,,,,,,,,
NH,117,510,397-1766,yes,no,0,,,,,,,,,,,,,,,
IA,1,408,331-2144,no,yes,26,,,,,,,,,,,,,,,
AL,70,415,345-7014,no,no,0,,,,,,,,,,,,,,,
OR,87,510,395-1898,no,yes,22,,,,,,,,,,,,,,,
WV,52,510,373-8920,no,yes,21,,,,,,,,,,,,,,,
WA,97,408,373-8908,no,no,0,,,,,,,,,,,,,,,
NV,105,408,415-1203,no,no,0,,,,,,,,,,,,,,,
SC,77,510,369-7017,no,yes,28,,,,,,,,,,,,,,,
NC,80,415,420-8435,yes,no,0,,,,,,,,,,,,,,,
NH,120,510,395-2579,no,yes,43,,,,,,,,,,,,,,,
WY,54,408,405-7850,no,yes,39,,,,,,,,,,,,,,,
FL,148,510,394-7710,yes,no,0,,,,,,,,,,,,,,,
PA,119,408,342-4122,no,no,0,,,,,,,,,,,,,,,
NC,162,408,340-1876,no,yes,26,,,,,,,,,,,,,,,
MO,85,510,383-6095,no,no,0,,,,,,,,,,,,,,,
KS,101,510,413-1061,no,yes,25,,,,,,,,,,,,,,,
KY,172,415,343-5347,no,no,0,,,,,,,,,,,,,,,
DE,80,415,376-4861,no,no,0,,,,,,,,,,,,,,,
WI,67,510,417-2265,no,no,0,,,,,,,,,,,,,,,
CO,86,408,419-7415,no,no,0,,,,,,,,,,,,,,,
NM,107,415,407-2259,no,no,0,,,,,,,,,,,,,,,
DE,133,510,333-2906,no,no,0,,,,,,,,,,,,,,,
IL,116,510,360-7477,no,no,0,,,,,,,,,,,,,,,
WA,63,408,342-5243,no,no,0,,,,,,,,,,,,,,,
MA,119,408,417-3999,yes,yes,16,,,,,,,,,,,,,,,
OH,133,408,379-1720,yes,no,0,,,,,,,,,,,,,,,
TN,94,408,368-3117,yes,no,0,,,,,,,,,,,,,,,
MA,69,510,352-5000,no,no,0,,,,,,,,,,,,,,,
MI,146,408,405-7676,no,no,0,,,,,,,,,,,,,,,
TX,119,510,361-2349,no,no,0,,,,,,,,,,,,,,,
NH,142,408,383-2901,yes,yes,25,,,,,,,,,,,,,,,
MD,123,408,369-7049,no,no,0,,,,,,,,,,,,,,,
MS,101,408,387-5533,no,no,0,,,,,,,,,,,,,,,
AZ,43,415,362-3660,no,no,0,,,,,,,,,,,,,,,
IN,69,408,357-3577,no,no,0,,,,,,,,,,,,,,,
NY,15,510,394-3312,yes,no,0,,,,,,,,,,,,,,,
WI,107,510,395-8330,no,yes,25,,,,,,,,,,,,,,,
WV,67,510,373-8895,no,no,0,,,,,,,,,,,,,,,
NY,99,415,386-4581,no,no,0,,,,,,,,,,,,,,,
OK,46,415,354-8191,no,no,0,,,,,,,,,,,,,,,
NC,55,408,359-7562,yes,no,0,,,,,,,,,,,,,,,
KY,39,415,359-4336,no,no,0,,,,,,,,,,,,,,,
TX,92,510,336-9901,no,no,0,,,,,,,,,,,,,,,
CT,56,415,406-3069,no,no,0,,,,,,,,,,,,,,,
NE,76,415,334-6519,no,no,0,,,,,,,,,,,,,,,
HI,132,408,361-8113,yes,yes,33,,,,,,,,,,,,,,,
SC,140,510,347-9769,no,yes,28,,,,,,,,,,,,,,,
AK,51,510,352-9130,yes,yes,12,,,,,,,,,,,,,,,
SD,27,408,378-4557,no,no,0,,,,,,,,,,,,,,,
ID,224,510,360-8919,no,no,0,,,,,,,,,,,,,,,
OK,105,510,405-4109,yes,yes,28,,,,,,,,,,,,,,,
WA,117,408,381-2498,no,no,0,,,,,,,,,,,,,,,
SD,91,415,357-5696,no,no,0,,,,,,,,,,,,,,,
OH,135,415,412-2947,no,no,0,,,,,,,,,,,,,,,
VA,146,415,363-3571,no,no,0,,,,,,,,,,,,,,,
WI,147,415,405-5403,yes,no,0,,,,,,,,,,,,,,,
IN,68,510,330-9354,no,no,0,,,,,,,,,,,,,,,
NM,68,408,396-7091,no,no,0,,,,,,,,,,,,,,,
HI,86,408,398-3004,no,yes,21,,,,,,,,,,,,,,,
KY,131,415,400-4020,no,no,0,,,,,,,,,,,,,,,
OH,86,415,356-3448,no,yes,29,,,,,,,,,,,,,,,
VT,159,415,335-2019,no,no,0,,,,,,,,,,,,,,,
AZ,134,415,332-6633,no,yes,40,,,,,,,,,,,,,,,
VT,113,510,359-7648,no,no,0,,,,,,,,,,,,,,,
MO,132,408,412-9190,no,no,0,,,,,,,,,,,,,,,
AL,85,415,368-9007,no,no,0,,,,,,,,,,,,,,,
NJ,93,510,384-5632,yes,yes,38,,,,,,,,,,,,,,,
WA,174,408,352-6068,no,yes,33,,,,,,,,,,,,,,,
NY,61,415,343-9645,no,no,0,,,,,,,,,,,,,,,
DC,91,415,384-7873,no,yes,39,,,,,,,,,,,,,,,
NE,88,408,396-2187,no,yes,28,,,,,,,,,,,,,,,
MA,88,408,383-5109,no,yes,45,,,,,,,,,,,,,,,
VT,195,415,377-7843,no,yes,36,,,,,,,,,,,,,,,
NM,182,415,382-7999,no,no,0,,,,,,,,,,,,,,,
CO,118,408,328-1222,no,no,0,,,,,,,,,,,,,,,
NH,103,408,371-1727,no,no,0,,,,,,,,,,,,,,,
IL,65,510,369-8871,no,no,0,,,,,,,,,,,,,,,
UT,61,408,335-9726,no,yes,25,,,,,,,,,,,,,,,
WV,172,415,357-3709,no,no,0,,,,,,,,,,,,,,,
NJ,72,415,422-9964,no,no,0,,,,,,,,,,,,,,,
NM,113,510,366-9211,no,no,0,,,,,,,,,,,,,,,
ND,177,408,384-9033,no,no,0,,,,,,,,,,,,,,,
WA,100,408,382-4932,no,no,0,,,,,,,,,,,,,,,
NM,67,415,404-7518,no,no,0,,,,,,,,,,,,,,,
DE,136,415,353-1954,no,no,0,,,,,,,,,,,,,,,
GA,71,415,391-7166,no,no,0,,,,,,,,,,,,,,,
HI,134,408,370-9000,no,no,0,,,,,,,,,,,,,,,
CT,124,415,332-3642,no,no,0,,,,,,,,,,,,,,,
NJ,84,415,412-3898,no,no,0,,,,,,,,,,,,,,,
ME,39,408,366-5640,no,no,0,,,,,,,,,,,,,,,
OK,110,510,356-2302,no,no,0,,,,,,,,,,,,,,,
TN,102,510,345-9018,no,no,0,,,,,,,,,,,,,,,
WY,70,415,365-6205,no,no,0,,,,,,,,,,,,,,,
NY,142,415,337-1151,no,no,0,,,,,,,,,,,,,,,
DE,81,510,374-4664,yes,no,0,,,,,,,,,,,,,,,
RI,17,415,396-9656,no,no,0,,,,,,,,,,,,,,,
PA,119,408,377-5043,no,no,0,,,,,,,,,,,,,,,
HI,105,415,401-7359,no,no,0,,,,,,,,,,,,,,,
MD,108,415,375-2184,yes,yes,42,,,,,,,,,,,,,,,
VA,90,415,367-6005,no,no,0,,,,,,,,,,,,,,,
IN,100,415,364-2166,no,yes,33,,,,,,,,,,,,,,,
OR,155,408,414-4741,no,yes,30,,,,,,,,,,,,,,,
AZ,113,510,403-9719,no,no,0,,,,,,,,,,,,,,,
WI,123,415,371-8452,no,no,0,,,,,,,,,,,,,,,
VA,145,408,392-6239,no,no,0,,,,,,,,,,,,,,,
MO,42,415,410-5250,no,no,0,,,,,,,,,,,,,,,
NV,125,510,336-1574,no,no,0,,,,,,,,,,,,,,,
HI,131,415,406-8324,no,yes,30,,,,,,,,,,,,,,,
WA,107,415,411-7110,no,no,0,,,,,,,,,,,,,,,
IL,48,408,341-9907,no,no,0,,,,,,,,,,,,,,,
IL,76,510,400-8952,no,no,0,,,,,,,,,,,,,,,
LA,128,415,333-9266,no,no,0,,,,,,,,,,,,,,,
WI,73,415,419-4894,no,no,0,,,,,,,,,,,,,,,
TX,52,415,364-9904,no,no,0,,,,,,,,,,,,,,,
MI,126,415,394-3048,yes,yes,26,,,,,,,,,,,,,,,
NC,124,415,352-6265,no,no,0,,,,,,,,,,,,,,,
WA,137,408,357-3187,no,no,0,,,,,,,,,,,,,,,
ND,71,510,373-8483,no,no,0,,,,,,,,,,,,,,,
NE,139,415,375-9930,no,no,0,,,,,,,,,,,,,,,
MS,107,510,352-6282,no,yes,30,,,,,,,,,,,,,,,
KY,147,408,396-2945,no,no,0,,,,,,,,,,,,,,,
RI,116,510,412-3527,no,no,0,,,,,,,,,,,,,,,
NY,60,510,328-4231,no,yes,31,,,,,,,,,,,,,,,
TX,38,510,413-9055,no,no,0,,,,,,,,,,,,,,,
DE,63,408,363-8755,no,no,0,,,,,,,,,,,,,,,
NM,94,415,388-8891,no,no,0,,,,,,,,,,,,,,,
RI,131,415,360-1776,no,no,0,,,,,,,,,,,,,,,
MS,158,510,411-3578,no,no,0,,,,,,,,,,,,,,,
NY,139,510,399-7268,no,no,0,,,,,,,,,,,,,,,
NE,77,415,350-1532,no,no,0,,,,,,,,,,,,,,,
WI,140,415,359-2197,no,no,0,,,,,,,,,,,,,,,
KY,72,408,407-9290,no,no,0,,,,,,,,,,,,,,,
SD,52,510,358-6672,no,yes,20,,,,,,,,,,,,,,,
VA,103,510,393-4621,no,no,0,,,,,,,,,,,,,,,
KS,74,415,336-7357,no,yes,32,,,,,,,,,,,,,,,
ND,124,415,351-1466,no,no,0,,,,,,,,,,,,,,,
CO,85,510,394-6668,no,yes,21,,,,,,,,,,,,,,,
KY,113,408,403-2673,no,yes,20,,,,,,,,,,,,,,,
WA,71,408,355-1735,no,no,0,,,,,,,,,,,,,,,
NV,177,415,416-7679,no,yes,27,,,,,,,,,,,,,,,
SC,49,415,340-4972,yes,no,0,,,,,,,,,,,,,,,
RI,106,510,417-4826,yes,no,0,,,,,,,,,,,,,,,
ID,60,510,408-6676,no,no,0,,,,,,,,,,,,,,,
KY,43,408,417-6683,no,no,0,,,,,,,,,,,,,,,
ME,66,510,331-6270,no,no,0,,,,,,,,,,,,,,,
SD,125,415,404-9754,no,no,0,,,,,,,,,,,,,,,
SC,114,510,364-9425,no,yes,4,,,,,,,,,,,,,,,
TN,112,415,339-6477,no,no,0,,,,,,,,,,,,,,,
MT,101,408,362-2787,no,yes,16,,,,,,,,,,,,,,,
WI,70,415,405-9233,no,no,0,,,,,,,,,,,,,,,
AK,59,408,416-1845,no,no,0,,,,,,,,,,,,,,,
AZ,59,408,385-9657,no,no,0,,,,,,,,,,,,,,,
MT,124,415,420-5652,no,yes,30,,,,,,,,,,,,,,,
DE,99,415,415-1141,no,no,0,,,,,,,,,,,,,,,
VA,150,510,334-5634,no,no,0,,,,,,,,,,,,,,,
MA,81,510,403-4200,no,no,0,,,,,,,,,,,,,,,
IN,86,510,357-7893,no,no,0,,,,,,,,,,,,,,,
MD,84,510,369-2899,no,no,0,,,,,,,,,,,,,,,
NV,118,510,381-1026,no,yes,35,,,,,,,,,,,,,,,
CO,89,415,388-8722,no,no,0,,,,,,,,,,,,,,,
KS,93,415,418-3135,no,no,0,,,,,,,,,,,,,,,
AR,85,415,380-3974,no,no,0,,,,,,,,,,,,,,,
WY,160,408,338-7232,no,no,0,,,,,,,,,,,,,,,
PA,28,415,334-5223,no,no,0,,,,,,,,,,,,,,,
TX,73,408,340-8323,no,no,0,,,,,,,,,,,,,,,
NY,156,408,337-6851,no,no,0,,,,,,,,,,,,,,,
OR,33,415,344-5973,yes,no,0,,,,,,,,,,,,,,,
CA,77,510,335-2261,no,no,0,,,,,,,,,,,,,,,
NY,119,415,343-1458,no,no,0,,,,,,,,,,,,,,,
AR,91,510,415-4875,no,yes,27,,,,,,,,,,,,,,,
MI,102,510,381-2726,no,no,0,,,,,,,,,,,,,,,
OK,86,415,395-3852,no,yes,33,,,,,,,,,,,,,,,
TX,82,415,358-7914,no,no,0,,,,,,,,,,,,,,,
NC,89,408,332-6958,no,no,0,,,,,,,,,,,,,,,
ID,86,415,355-1019,no,no,0,,,,,,,,,,,,,,,
IL,134,408,382-9447,no,no,0,,,,,,,,,,,,,,,
OR,92,415,386-8536,no,no,0,,,,,,,,,,,,,,,
SD,87,510,363-3818,no,no,0,,,,,,,,,,,,,,,
NE,64,408,360-6416,no,no,0,,,,,,,,,,,,,,,
RI,80,510,332-8764,no,no,0,,,,,,,,,,,,,,,
MD,165,415,398-4814,no,yes,39,,,,,,,,,,,,,,,
ID,153,415,410-5963,no,yes,22,,,,,,,,,,,,,,,
ME,41,415,399-6642,no,yes,30,,,,,,,,,,,,,,,
SD,108,415,390-9986,no,no,0,,,,,,,,,,,,,,,
NY,104,415,391-1793,no,yes,26,,,,,,,,,,,,,,,
DE,115,408,352-5542,no,no,0,,,,,,,,,,,,,,,
OK,87,415,386-8118,no,no,0,,,,,,,,,,,,,,,
SC,159,415,394-9825,no,yes,23,,,,,,,,,,,,,,,
IN,119,510,382-4952,no,no,0,,,,,,,,,,,,,,,
NV,69,415,387-2698,no,no,0,,,,,,,,,,,,,,,
IL,87,408,417-1360,yes,yes,36,,,,,,,,,,,,,,,
SD,93,510,408-4836,no,no,0,,,,,,,,,,,,,,,
OK,154,415,374-8329,yes,no,0,,,,,,,,,,,,,,,
KS,57,415,363-8424,no,yes,37,,,,,,,,,,,,,,,
IA,130,510,408-8910,no,no,0,,,,,,,,,,,,,,,
NJ,151,415,399-3840,no,no,0,,,,,,,,,,,,,,,
NJ,162,408,367-8692,no,no,0,,,,,,,,,,,,,,,
MT,60,415,387-4504,no,no,0,,,,,,,,,,,,,,,
IA,81,510,328-2647,no,no,0,,,,,,,,,,,,,,,
WA,132,415,369-7903,no,no,0,,,,,,,,,,,,,,,
NE,86,408,399-6852,no,no,0,,,,,,,,,,,,,,,
TX,136,408,335-4888,no,no,0,,,,,,,,,,,,,,,
MS,121,415,344-2260,no,yes,21,,,,,,,,,,,,,,,
IA,105,510,349-4070,no,yes,15,,,,,,,,,,,,,,,
WI,105,415,394-6505,no,yes,34,,,,,,,,,,,,,,,
MT,51,415,419-3612,no,yes,26,,,,,,,,,,,,,,,
GA,64,408,356-1952,no,no,0,,,,,,,,,,,,,,,
MT,80,510,416-7866,yes,yes,30,,,,,,,,,,,,,,,
ND,56,415,398-1759,no,no,0,,,,,,,,,,,,,,,
VT,120,415,338-9950,no,no,0,,,,,,,,,,,,,,,
SD,103,510,412-7278,no,no,0,,,,,,,,,,,,,,,
OH,164,510,347-1263,no,yes,27,,,,,,,,,,,,,,,
OH,116,415,386-5684,no,yes,27,,,,,,,,,,,,,,,
MT,121,408,334-4354,no,no,0,,,,,,,,,,,,,,,
IL,55,415,398-5970,yes,no,0,,,,,,,,,,,,,,,
NV,183,415,330-3429,no,no,0,,,,,,,,,,,,,,,
UT,104,408,418-4637,no,no,0,,,,,,,,,,,,,,,
NH,90,408,393-7322,no,no,0,,,,,,,,,,,,,,,
LA,82,415,353-5557,no,no,0,,,,,,,,,,,,,,,
VT,101,415,411-5334,no,no,0,,,,,,,,,,,,,,,
NY,9,415,398-8588,no,yes,16,,,,,,,,,,,,,,,
CT,97,415,374-7285,no,no,0,,,,,,,,,,,,,,,
KS,94,408,379-7215,no,no,0,,,,,,,,,,,,,,,
MI,127,510,357-7875,no,yes,25,,,,,,,,,,,,,,,
SD,125,510,393-9677,no,yes,34,,,,,,,,,,,,,,,
ME,140,415,345-9598,no,no,0,,,,,,,,,,,,,,,
MD,90,415,353-3203,no,no,0,,,,,,,,,,,,,,,
VA,67,415,330-7486,no,no,0,,,,,,,,,,,,,,,
NJ,113,415,397-6425,no,no,0,,,,,,,,,,,,,,,
TN,121,510,338-1815,no,yes,26,,,,,,,,,,,,,,,
DC,93,408,406-5023,no,no,0,,,,,,,,,,,,,,,
DC,121,408,368-2458,no,no,0,,,,,,,,,,,,,,,
OR,53,408,400-8375,no,no,0,,,,,,,,,,,,,,,
